,name,category_groups_list,country_code,primary_role,homepage_url
57392,RunMyAccounts,"Financial Services,Professional Services,Software",CHE,company,http://www.runmyaccounts.ch
57575,Digital Clues,"Data and Analytics,Information Technology,Software",CHE,company,https://www.digitalclues.com/
57769,PolyPort,"Mobile,Sustainability,Transportation",CHE,company,http://polyport.ch
57775,Crisalix,"Biotechnology,Hardware,Internet Services,Science and Engineering,Software",CHE,company,http://www.crisalix.com
57827,Anergis,"Biotechnology,Health Care,Science and Engineering",CHE,company,http://www.anergis.ch
57841,staila technologies,"Financial Services,Information Technology,Software",CHE,company,http://www.staila.com
58190,Questli,"Apps,Financial Services,Gaming,Internet Services,Mobile,Other,Platforms,Software",CHE,company,http://questli.com
58191,Posity,"Other,Software",CHE,company,http://posity.com
58417,Dacuda,"Hardware,Mobile,Software",CHE,company,http://www.dacuda.com
58432,CCS Holding,"Consumer Electronics,Hardware,Manufacturing,Professional Services",CHE,company,http://www.ccsholding.com
58823,GMC Software Technology,Software,CHE,company,http://www.gmc.net
58883,horizobu,"Information Technology,Internet Services,Media and Entertainment",CHE,company,http://www.horizobu.ch
59417,Quantonomics,"Financial Services,Information Technology,Lending and Investments,Professional Services,Software",CHE,company,http://quantonomics.ch/
59488,KBSD,"Information Technology,Internet Services,Privacy and Security,Professional Services,Sales and Marketing",CHE,company,http://kbsd.com
59502,Brain & Science,"Biotechnology,Health Care,Science and Engineering",CHE,company,http://braindesire.com
60014,ArtiFX,"Media and Entertainment,Video",CHE,company,http://www.artifx.ch
60134,The World Economic Forum,"Community and Lifestyle,Education,Government and Military,Information Technology,Other,Professional Services",CHE,company,https://www.weforum.org/
60244,Digital Luxury Group (DLG),"Community and Lifestyle,Data and Analytics,Internet Services,Media and Entertainment,Professional Services",CHE,company,http://www.digitalluxurygroup.com/
60328,Studio Moderna,"Commerce and Shopping,Internet Services,Software",CHE,company,http://www.studio-moderna.com
60505,LocalUncle,"Data and Analytics,Internet Services,Navigation and Mapping,Sales and Marketing",CHE,company,http://localuncle.com
60611,MailCleaner,"Hardware,Information Technology,Privacy and Security,Software",CHE,company,http://www.mailcleaner.net
60883,LLLo,"Mobile,Software",CHE,company,http://www.LLLoInc.com
60996,Nestlé Health Science,Health Care,CHE,company,http://www.nestlehealthscience.com
61038,Infinigate,"Information Technology,Privacy and Security,Professional Services",CHE,company,http://www.infinigate.com
61268,QualySense,"Agriculture and Farming,Food and Beverage",CHE,company,http://www.qualysense.com
61299,Digital Heritage,,CHE,company,http://www.digitalheritage2015.org
61770,Pitcher,"Mobile,Sales and Marketing,Software",CHE,company,http://www.pitcher.com
61906,Loylogic,"Commerce and Shopping,Financial Services,Lending and Investments,Mobile,Other,Payments,Professional Services,Sales and Marketing,Software",CHE,company,http://www.loylogic.com
61985,Bacula Systems,"Consumer Electronics,Hardware,Information Technology,Privacy and Security,Software",CHE,company,http://www.baculasystems.com/
62569,Filecamp,"Advertising,Information Technology,Media and Entertainment,Sales and Marketing,Software",CHE,company,https://www.filecamp.com
62629,Sublime IP,Internet Services,CHE,company,http://www.sublimeip.com
62711,Eden Springs,"Consumer Electronics,Food and Beverage,Hardware,Manufacturing,Natural Resources",CHE,company,http://www.edensprings.co.uk
62775,ST-Ericsson,Mobile,CHE,company,http://www.stericsson.com/home/home.jsp
62983,Sicap AG,"Hardware,Information Technology,Internet Services,Messaging and Telecommunications,Mobile,Platforms,Software",CHE,company,http://www.sicap.com
63457,Restorm,"Events,Media and Entertainment,Music and Audio",CHE,company,http://www.restorm.com
63459,Sensometrix,"Biotechnology,Data and Analytics,Mobile,Science and Engineering",CHE,company,http://Sensometrix.ch
64674,partiql,"Mobile,Platforms,Software",CHE,company,http://partiql.com
65431,JOB1UP,"Administrative Services,Community and Lifestyle,Professional Services",CHE,company,http://www.job1up.com
65569,Mediliant,"Health Care,Manufacturing",CHE,company,http://www.mediliant.com/
65573,Kuandoo,"Events,Internet Services,Media and Entertainment,Messaging and Telecommunications,Software",CHE,company,http://www.kuandoo.com
65668,Beliani,"Commerce and Shopping,Consumer Goods,Software",CHE,company,http://www.beliani.co.uk
66372,Spectraseis,"Energy,Manufacturing,Other,Professional Services",CHE,company,http://www.spectraseis.com
66538,The Spandex Group,Software,CHE,company,http://www.spandex.com
66575,Blueconomics,"Data and Analytics,Information Technology,Internet Services,Media and Entertainment,Other,Sales and Marketing,Software",CHE,company,http://www.blueconomics.info
66628,YouRehab,"Health Care,Software",CHE,company,http://www.yourehab.com
67157,Infront Sports & Media,"Advertising,Sales and Marketing,Sports",CHE,company,http://www.infrontsports.com
67468,easyOwn.it,"Advertising,Commerce and Shopping,Mobile,Sales and Marketing",CHE,company,http://www.easyown.it
67540,42matters AG,"Advertising,Apps,Artificial Intelligence,Data and Analytics,Mobile,Platforms,Sales and Marketing,Software",CHE,company,https://42matters.com
67628,Cinergy,"Media and Entertainment,Video",CHE,company,http://www.cinergy.ch
67786,BetterStudy,"Education,Financial Services,Professional Services",CHE,company,http://www.betterstudy.ch
67939,livebeats,"Apps,Content and Publishing,Media and Entertainment,Mobile,Music and Audio,Software,Video",CHE,company,http://livebeats.com
68135,FanMe,"Apps,Software,Sports",CHE,company,http://fanme.ch
68244,High-Tech Bridge,"Information Technology,Privacy and Security,Professional Services",CHE,company,https://www.htbridge.com
68275,HypoPlus,"Consumer Electronics,Financial Services,Hardware,Internet Services",CHE,company,http://www.hypoplus.ch
68348,Hockerty,"Clothing and Apparel,Commerce and Shopping,Design",CHE,company,http://www.hockerty.com
68559,Prizzm,"Information Technology,Sales and Marketing,Software",CHE,company,http://www.prizzm.com
68750,iFrick.ch,"Consumer Electronics,Content and Publishing,Hardware,Media and Entertainment,Mobile,Sales and Marketing",CHE,company,http://www.iFrick.ch
68827,Complementa,"Financial Services,Professional Services",CHE,company,http://www.complementa.ch
68891,Voolgo,Data and Analytics,CHE,company,http://www.voolgo.com
68946,Synova,"Hardware,Manufacturing,Science and Engineering",CHE,company,http://www.synova.ch
69255,TagesWoche,"Content and Publishing,Media and Entertainment",CHE,company,http://www.tageswoche.ch/
69319,Merge.rs AG,"Financial Services,Professional Services",CHE,company,http://www.merge.rs
69628,Astina,"Information Technology,Software",CHE,company,http://www.astina.ch
69853,Xeebel,"Mobile,Platforms,Sales and Marketing,Software",CHE,company,http://www.xeebel.com
70065,e-Booking.com,"Commerce and Shopping,Community and Lifestyle,Travel and Tourism",CHE,company,http://www.e-booking.com
71320,FCW Stores,"Commerce and Shopping,Community and Lifestyle,Consumer Goods,Food and Beverage,Manufacturing",CHE,company,https://www.fcw.ch
71359,Yabbedoo,"Apps,Community and Lifestyle,Mobile,Software,Travel and Tourism",CHE,company,
71477,Jilion,"Media and Entertainment,Software,Video",CHE,company,http://jilion.com
71560,Tresorit,"Information Technology,Other,Privacy and Security,Software",CHE,company,https://tresorit.com
71753,WnG Solutions,"Advertising,Consumer Electronics,Hardware,Internet Services,Media and Entertainment,Sales and Marketing",CHE,company,http://www.wng.ch/
71965,E-Dynamics Virtual Worlds,"Financial Services,Internet Services,Media and Entertainment,Payments,Software",CHE,company,
72207,2BeDone,"Messaging and Telecommunications,Software",CHE,company,http://www.2bedone.com
72308,inZair,"Information Technology,Internet Services,Messaging and Telecommunications,Privacy and Security",CHE,company,http://www.inzair.com
72427,Linalis,"Data and Analytics,Education,Information Technology,Professional Services",CHE,company,http://www.linalis.com
72445,Shadow Government,Gaming,CHE,company,https://www.constitution.org/shad4816.htm
72501,Talentory,"Internet Services,Other,Professional Services,Software",CHE,company,http://www.talentory.com
72605,DealMarket,"Commerce and Shopping,Financial Services",CHE,company,http://www.DealMarket.com
72787,Angel Telecom,Sales and Marketing,CHE,company,http://www.angel-telecom.com
73249,bguided,"Community and Lifestyle,Data and Analytics,Internet Services,Navigation and Mapping",CHE,company,http://bguided.com
73502,EAT.ch,"Commerce and Shopping,Food and Beverage,Internet Services,Travel and Tourism",CHE,company,http://www.eat.ch
73666,Telormedix,"Biotechnology,Health Care,Science and Engineering",CHE,company,http://www.telormedix.com
73739,"SecurityLab Technologies, Inc","Information Technology,Privacy and Security,Professional Services",CHE,company,http://www.sec-lab.com
74101,BlackCamp,"Apps,Financial Services,Software",CHE,company,http://blackcamp.co
74112,Thingle,"Commerce and Shopping,Internet Services,Media and Entertainment,Sales and Marketing",CHE,company,http://www.thingle.com
74279,Sandbox Network,"Community and Lifestyle,Internet Services,Media and Entertainment",CHE,company,
74375,PointsPay,"Commerce and Shopping,Financial Services,Lending and Investments,Mobile,Other,Payments,Professional Services",CHE,company,http://www.pointspay.com
74443,Systemwebservice,Software,CHE,company,http://www.systemwebservice.com
74564,Frontiers,"Content and Publishing,Internet Services,Media and Entertainment,Other",CHE,company,http://www.frontiersin.org
75052,GSX Solutions,"Information Technology,Internet Services,Messaging and Telecommunications,Other,Software",CHE,company,http://www.gsx.com
75085,Viroblock,"Biotechnology,Health Care,Science and Engineering,Sports",CHE,company,http://www.viroblock.com
75154,klusterr,"Administrative Services,Professional Services",CHE,company,http://klusterr.com
75225,Skeeble,"Apps,Consumer Goods,Mobile,Platforms,Software",CHE,company,http://www.skeeble.com
75920,3BaysOver,"Community and Lifestyle,Financial Services,Travel and Tourism",CHE,company,http://www.3baysover.com
76103,Aleph Archives Ltd.,"Data and Analytics,Internet Services,Software",CHE,company,http://aleph-archives.com
76254,TallyFox Social Technologies,"Administrative Services,Information Technology,Other,Software",CHE,company,http://www.tallyfox.com
76386,assetinum.com,"Financial Services,Professional Services",CHE,company,http://www.assetinum.com
76725,MiuMeet,Software,CHE,company,http://www.miumeet.com
76954,CyT Informatik,"Information Technology,Other,Professional Services,Software",CHE,company,http://cyt.ch
77898,Rayneer,"Commerce and Shopping,Media and Entertainment,Music and Audio",CHE,company,http://www.rayneer.tv
77975,RECOMY.COM,"Administrative Services,Apps,Media and Entertainment,Professional Services,Software,Video",CHE,company,http://www.recomy.com
78893,PNEUS ONLINE,"Commerce and Shopping,Internet Services,Transportation",CHE,company,http://www.pneus-online.com
79110,Von Essen Consulting,"Information Technology,Professional Services",CHE,company,http://www.vonessengroup.com
79451,Global Risk Profile,Information Technology,CHE,company,http://www.globalriskprofile.com
79499,Needao,"Commerce and Shopping,Community and Lifestyle,Sales and Marketing",CHE,company,http://needao.com
79729,Swiss Mergers and Acquisitions,Professional Services,CHE,company,https://www.swissmanda.com
79754,Streetfiles,"Clothing and Apparel,Commerce and Shopping,Community and Lifestyle,Design,Internet Services",CHE,company,https://www.street-files.com
80816,Sailogy,"Community and Lifestyle,Travel and Tourism",CHE,company,http://www.sailogy.com
80941,Edipresse,"Advertising,Content and Publishing,Media and Entertainment,Real Estate,Sales and Marketing",CHE,company,http://www.edipresse.com
81046,Museeka,"Media and Entertainment,Music and Audio,Sales and Marketing",CHE,company,http://museeka.com
81064,TrekkSoft,"Commerce and Shopping,Internet Services,Software,Travel and Tourism",CHE,company,http://www.trekksoft.com
81478,Spinelab,Health Care,CHE,company,http://www.spinelab.com
81984,Proxy Sniffer,"Data and Analytics,Design,Internet Services",CHE,company,http://www.proxy-sniffer.com
82089,Venture Concept,Financial Services,CHE,company,
82643,Movies.io,Transportation,CHE,company,http://movies.io
82864,Squirro,"Artificial Intelligence,Data and Analytics,Financial Services,Information Technology,Internet Services,Sales and Marketing,Science and Engineering,Software",CHE,company,http://squirro.com
82878,Filmwords,"Advertising,Community and Lifestyle,Internet Services,Media and Entertainment,Sales and Marketing",CHE,company,http://www.filmwords.com
83066,e24 AG,"Financial Services,Hardware,Mobile,Payments",CHE,company,http://www.e-24.ch
83473,Olerace Cosmetics Inc.,"Biotechnology,Science and Engineering",CHE,company,http://www.olerace.co.uk
83522,Linksert,"Advertising,Information Technology,Internet Services,Sales and Marketing",CHE,company,http://linksert.net
83703,SwissTV,"Content and Publishing,Media and Entertainment,Other,Video",CHE,company,http://www.swisstv.ch
83822,Voxle,"Apps,Community and Lifestyle,Internet Services,Media and Entertainment,Sales and Marketing,Software",CHE,company,http://voxle.com
84568,ViSSee,"Artificial Intelligence,Data and Analytics,Hardware,Mobile,Science and Engineering,Software",CHE,company,http://vissee.ch
84653,Savelli,"Community and Lifestyle,Mobile",CHE,company,http://www.savelli-geneve.com
85752,AKIROGA,"Community and Lifestyle,Content and Publishing,Internet Services,Media and Entertainment,Sports",CHE,company,http://www.akiroga.com
85816,Navori International Sa,"Advertising,Sales and Marketing,Software",CHE,company,http://www.navori.com
